"Date","Price","Open","High","Low","Change","ID","CROSS"
"2019-09-30","15,472.5","15,496.5","15,529.3","15,451.3","-0.0015","EURIDR_2019-09-30",EURIDR
"2019-09-27","15,495.1","15,484.6","15,523.4","15,461.9","0.0007","EURIDR_2019-09-27",EURIDR
"2019-09-26","15,484.7","15,480.2","15,549.9","15,464.8","0.0000","EURIDR_2019-09-26",EURIDR
"2019-09-25","15,484.3","15,554.7","15,576.1","15,477.3","-0.0044","EURIDR_2019-09-25",EURIDR
"2019-09-24","15,552.0","15,482.3","15,560.4","15,469.8","0.0044","EURIDR_2019-09-24",EURIDR
"2019-09-23","15,483.6","15,483.0","15,528.7","15,440.1","-0.0001","EURIDR_2019-09-23",EURIDR
"2019-09-20","15,485.8","15,523.6","15,573.6","15,453.5","-0.0024","EURIDR_2019-09-20",EURIDR
"2019-09-19","15,523.6","15,506.8","15,576.8","15,496.9","0.0010","EURIDR_2019-09-19",EURIDR
"2019-09-18","15,508.2","15,606.0","15,611.6","15,484.3","-0.0063","EURIDR_2019-09-18",EURIDR
"2019-09-17","15,606.7","15,443.3","15,610.9","15,440.5","0.0104","EURIDR_2019-09-17",EURIDR
"2019-09-16","15,446.8","15,483.0","15,571.6","15,435.6","-0.0013","EURIDR_2019-09-16",EURIDR
"2019-09-13","15,466.2","15,478.5","15,512.3","15,385.9","-0.0007","EURIDR_2019-09-13",EURIDR
"2019-09-12","15,477.1","15,481.5","15,512.1","15,286.9","-0.0002","EURIDR_2019-09-12",EURIDR
"2019-09-11","15,480.1","15,516.8","15,546.5","15,443.5","-0.0023","EURIDR_2019-09-11",EURIDR
"2019-09-10","15,516.1","15,496.8","15,528.8","15,485.7","0.0009","EURIDR_2019-09-10",EURIDR
"2019-09-09","15,501.5","15,539.4","15,547.9","15,463.6","-0.0028","EURIDR_2019-09-09",EURIDR
"2019-09-06","15,545.4","15,614.5","15,623.0","15,532.7","-0.0044","EURIDR_2019-09-06",EURIDR
"2019-09-05","15,614.5","15,618.6","15,685.3","15,593.2","-0.0003","EURIDR_2019-09-05",EURIDR
"2019-09-04","15,618.7","15,607.8","15,623.0","15,543.4","0.0005","EURIDR_2019-09-04",EURIDR
"2019-09-03","15,610.5","15,571.9","15,619.1","15,536.2","0.0027","EURIDR_2019-09-03",EURIDR
"2019-09-02","15,568.0","15,588.2","15,606.3","15,553.8","-0.0015","EURIDR_2019-09-02",EURIDR
"2019-08-30","15,590.7","15,746.6","15,752.2","15,551.0","-0.0096","EURIDR_2019-08-30",EURIDR
"2019-08-29","15,742.4","15,788.9","15,811.4","15,721.1","-0.0031","EURIDR_2019-08-29",EURIDR
"2019-08-28","15,791.0","15,808.1","15,825.0","15,782.4","-0.0012","EURIDR_2019-08-28",EURIDR
"2019-08-27","15,809.5","15,808.5","15,847.8","15,796.0","0.0000","EURIDR_2019-08-27",EURIDR
"2019-08-26","15,809.2","15,845.5","15,919.5","15,797.9","-0.0019","EURIDR_2019-08-26",EURIDR
"2019-08-23","15,839.1","15,767.5","15,851.9","15,705.5","0.0043","EURIDR_2019-08-23",EURIDR
"2019-08-22","15,771.7","15,784.3","15,821.3","15,748.9","-0.0008","EURIDR_2019-08-22",EURIDR
"2019-08-21","15,785.0","15,828.6","15,841.0","15,779.4","-0.0028","EURIDR_2019-08-21",EURIDR
"2019-08-20","15,829.3","15,770.3","15,839.3","15,768.8","0.0038","EURIDR_2019-08-20",EURIDR
"2019-08-19","15,769.5","15,789.5","15,822.2","15,729.8","-0.0011","EURIDR_2019-08-19",EURIDR
"2019-08-16","15,786.6","15,844.1","15,852.7","15,752.5","-0.0038","EURIDR_2019-08-16",EURIDR
"2019-08-15","15,846.2","15,869.6","15,956.2","15,823.4","-0.0013","EURIDR_2019-08-15",EURIDR
"2019-08-14","15,867.5","15,995.4","16,009.7","15,854.7","-0.0079","EURIDR_2019-08-14",EURIDR
"2019-08-13","15,993.4","15,976.4","16,077.8","15,965.0","0.0011","EURIDR_2019-08-13",EURIDR
"2019-08-12","15,975.7","15,895.7","16,002.8","15,881.5","0.0052","EURIDR_2019-08-12",EURIDR
"2019-08-09","15,892.8","15,888.2","15,926.9","15,854.8","0.0005","EURIDR_2019-08-09",EURIDR
"2019-08-08","15,884.5","15,922.7","15,967.8","15,880.3","-0.0027","EURIDR_2019-08-08",EURIDR
"2019-08-07","15,927.8","15,978.2","16,033.3","15,898.2","-0.0031","EURIDR_2019-08-07",EURIDR
"2019-08-06","15,976.8","15,969.9","16,133.5","15,931.2","0.0005","EURIDR_2019-08-06",EURIDR
"2019-08-05","15,969.2","15,742.0","15,983.4","15,742.0","0.0138","EURIDR_2019-08-05",EURIDR
"2019-08-02","15,752.6","15,646.5","15,799.2","15,632.4","0.0067","EURIDR_2019-08-02",EURIDR
"2019-08-01","15,647.6","15,526.4","15,664.5","15,467.5","0.0079","EURIDR_2019-08-01",EURIDR
"2019-07-31","15,525.2","15,639.3","15,653.2","15,502.8","-0.0073","EURIDR_2019-07-31",EURIDR
