EURAED007-100-lower,-0.0276
EURAED007-80-lower,-0.0113
EURAED007-60-lower,-0.007619999999999998
EURAED007-40-lower,-0.004780000000000001
EURAED007-20-lower,-0.0022399999999999976
EURAED007-0-lower,-0.0
EURAED007-0-upper,0.0
EURAED007-20-upper,0.0021
EURAED007-40-upper,0.0047
EURAED007-60-upper,0.0073
EURAED007-80-upper,0.011240000000000003
EURAED007-100-upper,0.027
EURAED014-100-lower,-0.0497
EURAED014-80-lower,-0.0157
EURAED014-60-lower,-0.0103
EURAED014-40-lower,-0.0061
EURAED014-20-lower,-0.0029799999999999957
EURAED014-0-lower,-0.0001
EURAED014-0-upper,0.0
EURAED014-20-upper,0.003
EURAED014-40-upper,0.0064
EURAED014-60-upper,0.009619999999999998
EURAED014-80-upper,0.016460000000000002
EURAED014-100-upper,0.0386
EURAED021-100-lower,-0.0497
EURAED021-80-lower,-0.0175
EURAED021-60-lower,-0.0105
EURAED021-40-lower,-0.0066
EURAED021-20-lower,-0.0029
EURAED021-0-lower,-0.0
EURAED021-0-upper,0.0
EURAED021-20-upper,0.0026
EURAED021-40-upper,0.0067
EURAED021-60-upper,0.0132
EURAED021-80-upper,0.0215
EURAED021-100-upper,0.0413
EURAED030-100-lower,-0.0481
EURAED030-80-lower,-0.01952
EURAED030-60-lower,-0.0125
EURAED030-40-lower,-0.008
EURAED030-20-lower,-0.0041
EURAED030-0-lower,-0.0
EURAED030-0-upper,0.0002
EURAED030-20-upper,0.004060000000000002
EURAED030-40-upper,0.009740000000000002
EURAED030-60-upper,0.01714
EURAED030-80-upper,0.026420000000000003
EURAED030-100-upper,0.0495
EURAED045-100-lower,-0.0663
EURAED045-80-lower,-0.02468
EURAED045-60-lower,-0.0148
EURAED045-40-lower,-0.0093
EURAED045-20-lower,-0.0048
EURAED045-0-lower,-0.0001
EURAED045-0-upper,0.0001
EURAED045-20-upper,0.0053
EURAED045-40-upper,0.0119
EURAED045-60-upper,0.0195
EURAED045-80-upper,0.0319
EURAED045-100-upper,0.0647
EURAED060-100-lower,-0.066
EURAED060-80-lower,-0.03292
EURAED060-60-lower,-0.01922
EURAED060-40-lower,-0.010340000000000002
EURAED060-20-lower,-0.0051199999999999996
EURAED060-0-lower,-0.0001
EURAED060-0-upper,0.0001
EURAED060-20-upper,0.00524
EURAED060-40-upper,0.01132
EURAED060-60-upper,0.028759999999999997
EURAED060-80-upper,0.04358
EURAED060-100-upper,0.0665
EURAED090-100-lower,-0.0721
EURAED090-80-lower,-0.04108
EURAED090-60-lower,-0.022
EURAED090-40-lower,-0.013519999999999999
EURAED090-20-lower,-0.0062599999999999965
EURAED090-0-lower,-0.0001
EURAED090-0-upper,0.0
EURAED090-20-upper,0.0071400000000000005
EURAED090-40-upper,0.02234000000000001
EURAED090-60-upper,0.0402
EURAED090-80-upper,0.06314
EURAED090-100-upper,0.0848
EURAED100-100-lower,-0.0747
EURAED100-80-lower,-0.0452
EURAED100-60-lower,-0.023
EURAED100-40-lower,-0.0138
EURAED100-20-lower,-0.0075
EURAED100-0-lower,-0.0
EURAED100-0-upper,0.0002
EURAED100-20-upper,0.00772
EURAED100-40-upper,0.025280000000000004
EURAED100-60-upper,0.044259999999999994
EURAED100-80-upper,0.06216000000000001
EURAED100-100-upper,0.1025
EURAED180-100-lower,-0.0929
