"Date","Price","Open","High","Low","Change","ID","CROSS"
"2019-09-30","1.5064","1.5111","1.5130","1.5053","-0.0032","EURSGD_2019-09-30",EURSGD
"2019-09-27","1.5113","1.5101","1.5145","1.5070","0.0011","EURSGD_2019-09-27",EURSGD
"2019-09-26","1.5096","1.5088","1.5149","1.5073","0.0005","EURSGD_2019-09-26",EURSGD
"2019-09-25","1.5089","1.5159","1.5171","1.5077","-0.0049","EURSGD_2019-09-25",EURSGD
"2019-09-24","1.5163","1.5149","1.5167","1.5127","0.0009","EURSGD_2019-09-24",EURSGD
"2019-09-23","1.5150","1.5173","1.5184","1.5109","-0.0016","EURSGD_2019-09-23",EURSGD
"2019-09-20","1.5175","1.5226","1.5241","1.5136","-0.0031","EURSGD_2019-09-20",EURSGD
"2019-09-19","1.5222","1.5180","1.5265","1.5165","0.0028","EURSGD_2019-09-19",EURSGD
"2019-09-18","1.5180","1.5214","1.5226","1.5155","-0.0023","EURSGD_2019-09-18",EURSGD
"2019-09-17","1.5215","1.5128","1.5222","1.5123","0.0056","EURSGD_2019-09-17",EURSGD
"2019-09-16","1.5131","1.5212","1.5247","1.5117","-0.0052","EURSGD_2019-09-16",EURSGD
"2019-09-13","1.5210","1.5214","1.5257","1.5192","-0.0002","EURSGD_2019-09-13",EURSGD
"2019-09-12","1.5213","1.5189","1.5236","1.5041","0.0018","EURSGD_2019-09-12",EURSGD
"2019-09-11","1.5185","1.5234","1.5252","1.5151","-0.0036","EURSGD_2019-09-11",EURSGD
"2019-09-10","1.5240","1.5238","1.5257","1.5215","-0.0001","EURSGD_2019-09-10",EURSGD
"2019-09-09","1.5241","1.5239","1.5266","1.5204","0.0005","EURSGD_2019-09-09",EURSGD
"2019-09-06","1.5233","1.5272","1.5291","1.5214","-0.0025","EURSGD_2019-09-06",EURSGD
"2019-09-05","1.5271","1.5276","1.5331","1.5247","-0.0005","EURSGD_2019-09-05",EURSGD
"2019-09-04","1.5278","1.5258","1.5282","1.5230","0.0013","EURSGD_2019-09-04",EURSGD
"2019-09-03","1.5258","1.5260","1.5276","1.5219","-0.0001","EURSGD_2019-09-03",EURSGD
"2019-09-02","1.5260","1.5241","1.5282","1.5237","0.0009","EURSGD_2019-09-02",EURSGD
"2019-08-30","1.5247","1.5345","1.5360","1.5228","-0.0063","EURSGD_2019-08-30",EURSGD
"2019-08-29","1.5343","1.5385","1.5406","1.5326","-0.0027","EURSGD_2019-08-29",EURSGD
